Year	Month	Day	Site	Zone	Plot	Species	Mollusc_Count	Quadrat_Area	Mollusc_Density
2000	10	28	3	1	6	Detracia	0	0.2500	0
2000	10	28	3	1	8	Detracia	0	0.0625	0
2000	10	28	3	2	1	Detracia	0	0.5000	0
2000	10	28	3	2	3	Detracia	0	0.2500	0
2000	10	28	3	2	6	Detracia	0	0.2500	0
2000	10	28	3	2	8	Detracia	0	0.2500	0
2000	10	26	4	1	2	Detracia	0	0.5000	0
2000	10	26	4	1	3	Detracia	0	0.2500	0
2000	10	26	4	1	4	Detracia	0	0.2500	0
2000	10	26	4	1	8	Detracia	0	0.2500	0
2000	10	26	4	2	1	Detracia	0	0.2500	0
2000	10	26	4	2	3	Detracia	0	0.2500	0
2000	10	26	4	2	6	Detracia	0	0.2500	0
2000	10	26	4	2	8	Detracia	0	0.2500	0
2000	10	27	5	1	1	Detracia	0	0.2500	0
2000	10	27	5	1	3	Detracia	0	0.2500	0
2000	10	27	5	1	6	Detracia	0	0.2500	0
2000	10	27	5	1	8	Detracia	0	0.2500	0
2000	10	27	5	2	1	Detracia	0	0.5000	0
2000	10	27	5	2	3	Detracia	0	0.2500	0
2000	10	27	5	2	6	Detracia	0	0.2500	0
2000	10	27	5	2	8	Detracia	0	0.2500	0
2000	10	29	6	1	1	Detracia	0	0.0625	0
2000	10	29	6	1	3	Detracia	0	0.0625	0
2000	10	29	6	1	6	Detracia	0	0.0625	0
2000	10	29	6	1	8	Detracia	0	0.0625	0
2000	10	29	6	2	1	Detracia	0	0.2500	0
2000	10	29	6	2	3	Detracia	0	0.2500	0
2000	10	29	6	2	6	Detracia	0	0.2500	0
2000	10	29	6	2	8	Detracia	0	0.2500	0
2000	10	25	7	1	1	Detracia	2	0.5000	4
2000	10	25	7	1	3	Detracia	4	0.5000	8
2000	10	25	7	1	6	Detracia	0	0.5000	0
2000	10	25	7	1	8	Detracia	0	0.5000	0
2000	10	25	7	2	1	Detracia	0	0.5000	0
2000	10	25	7	2	3	Detracia	0	0.5000	0
2000	10	25	7	2	6	Detracia	4	0.5000	8
2000	10	25	7	2	8	Detracia	2	0.5000	4
2000	10	24	8	1	1	Detracia	4	0.5000	8
2000	10	24	8	1	3	Detracia	0	0.5000	0
2000	10	24	8	1	6	Detracia	0	0.5000	0
2000	10	24	8	1	8	Detracia	0	0.5000	0
2000	10	24	8	2	1	Detracia	0	0.5000	0
2000	10	24	8	2	3	Detracia	1	0.5000	2
2000	10	24	8	2	6	Detracia	0	0.5000	0
2000	10	24	8	2	8	Detracia	0	0.5000	0
2000	10	24	9	1	1	Detracia	0	0.5000	0
2000	10	24	9	1	3	Detracia	0	0.5000	0
2000	10	24	9	1	6	Detracia	0	0.5000	0
2000	10	24	9	1	8	Detracia	0	0.5000	0
2000	10	25	9	2	1	Detracia	0	0.5000	0
2000	10	25	9	2	3	Detracia	0	0.5000	0
2000	10	25	9	2	6	Detracia	0	0.0625	0
2000	10	25	9	2	8	Detracia	0	0.5000	0
2000	10	28	10	1	1	Detracia	0	0.2500	0
2000	10	28	10	1	3	Detracia	0	0.2500	0
2000	10	28	10	1	6	Detracia	0	0.0625	0
2000	10	28	10	1	8	Detracia	0	0.0625	0
2000	10	28	10	2	1	Detracia	0	0.2500	0
2000	10	28	10	2	3	Detracia	0	0.2500	0
2000	10	28	10	2	6	Detracia	0	0.2500	0
2000	10	28	10	2	8	Detracia	0	0.0625	0
2000	10	30	1	1	1	Hydrobiidae	0	0.2500	0
2000	10	30	1	1	3	Hydrobiidae	0	0.2500	0
2000	10	30	1	1	6	Hydrobiidae	0	0.2500	0
2000	10	30	1	1	8	Hydrobiidae	0	0.2500	0
2000	10	30	1	2	1	Hydrobiidae	0	0.2500	0
2000	10	30	1	2	3	Hydrobiidae	0	0.2500	0
2000	10	30	1	2	6	Hydrobiidae	0	0.2500	0
2000	10	30	1	2	8	Hydrobiidae	0	0.2500	0
2000	10	26	2	1	1	Hydrobiidae	0	0.5000	0
2000	10	26	2	1	3	Hydrobiidae	0	0.5000	0
2000	10	26	2	1	6	Hydrobiidae	0	0.5000	0
2000	10	26	2	1	8	Hydrobiidae	0	0.5000	0
2000	10	26	2	2	1	Hydrobiidae	0	0.5000	0
2000	10	26	2	2	3	Hydrobiidae	0	0.5000	0
2000	10	26	2	2	6	Hydrobiidae	0	0.5000	0
2000	10	26	2	2	8	Hydrobiidae	0	0.5000	0
2000	10	28	3	1	1	Hydrobiidae	0	0.2500	0
2000	10	28	3	1	3	Hydrobiidae	0	0.2500	0
2000	10	28	3	1	6	Hydrobiidae	0	0.2500	0
2000	10	28	3	1	8	Hydrobiidae	0	0.0625	0
2000	10	28	3	2	1	Hydrobiidae	0	0.5000	0
2000	10	28	3	2	3	Hydrobiidae	0	0.2500	0
2000	10	28	3	2	6	Hydrobiidae	0	0.2500	0
2000	10	28	3	2	8	Hydrobiidae	0	0.2500	0
2000	10	26	4	1	2	Hydrobiidae	0	0.5000	0
2000	10	26	4	1	3	Hydrobiidae	0	0.2500	0
2000	10	26	4	1	4	Hydrobiidae	0	0.2500	0
2000	10	26	4	1	8	Hydrobiidae	0	0.2500	0
2000	10	26	4	2	1	Hydrobiidae	0	0.2500	0
2000	10	26	4	2	3	Hydrobiidae	3	0.2500	12
2000	10	26	4	2	6	Hydrobiidae	0	0.2500	0
2000	10	26	4	2	8	Hydrobiidae	0	0.2500	0
2000	10	27	5	1	1	Hydrobiidae	1	0.2500	4
2000	10	27	5	1	3	Hydrobiidae	1	0.2500	4
2000	10	27	5	1	6	Hydrobiidae	0	0.2500	0
2000	10	27	5	1	8	Hydrobiidae	0	0.2500	0
2000	10	27	5	2	1	Hydrobiidae	0	0.5000	0
2000	10	27	5	2	3	Hydrobiidae	0	0.2500	0
2000	10	27	5	2	6	Hydrobiidae	0	0.2500	0
2000	10	27	5	2	8	Hydrobiidae	0	0.2500	0
2000	10	29	6	1	1	Hydrobiidae	7	0.0625	112
2000	10	29	6	1	3	Hydrobiidae	3	0.0625	48
2000	10	29	6	1	6	Hydrobiidae	3	0.0625	48
2000	10	29	6	1	8	Hydrobiidae	4	0.0625	64
2000	10	29	6	2	1	Hydrobiidae	0	0.2500	0
2000	10	29	6	2	3	Hydrobiidae	0	0.2500	0
2000	10	29	6	2	6	Hydrobiidae	1	0.2500	4
2000	10	29	6	2	8	Hydrobiidae	0	0.2500	0
2000	10	25	7	1	1	Hydrobiidae	0	0.5000	0
2000	10	25	7	1	3	Hydrobiidae	0	0.5000	0
2000	10	25	7	1	6	Hydrobiidae	0	0.5000	0
2000	10	25	7	1	8	Hydrobiidae	0	0.5000	0
2000	10	25	7	2	1	Hydrobiidae	0	0.5000	0
2000	10	25	7	2	3	Hydrobiidae	0	0.5000	0
2000	10	25	7	2	6	Hydrobiidae	0	0.5000	0
2000	10	25	7	2	8	Hydrobiidae	0	0.5000	0
2000	10	24	8	1	1	Hydrobiidae	0	0.5000	0
2000	10	24	8	1	3	Hydrobiidae	0	0.5000	0
2000	10	24	8	1	6	Hydrobiidae	0	0.5000	0
2000	10	24	8	1	8	Hydrobiidae	0	0.5000	0
2000	10	24	8	2	1	Hydrobiidae	0	0.5000	0
2000	10	24	8	2	3	Hydrobiidae	0	0.5000	0
2000	10	24	8	2	6	Hydrobiidae	0	0.5000	0
2000	10	24	8	2	8	Hydrobiidae	0	0.5000	0
2000	10	24	9	1	1	Hydrobiidae	0	0.5000	0
2000	10	24	9	1	3	Hydrobiidae	0	0.5000	0
2000	10	24	9	1	6	Hydrobiidae	0	0.5000	0
2000	10	24	9	1	8	Hydrobiidae	0	0.5000	0
2000	10	25	9	2	1	Hydrobiidae	0	0.5000	0
2000	10	25	9	2	3	Hydrobiidae	0	0.5000	0
2000	10	25	9	2	6	Hydrobiidae	0	0.0625	0
2000	10	25	9	2	8	Hydrobiidae	0	0.5000	0
2000	10	28	10	1	1	Hydrobiidae	0	0.2500	0
2000	10	28	10	1	3	Hydrobiidae	0	0.2500	0
2000	10	28	10	1	6	Hydrobiidae	1	0.0625	16
2000	10	28	10	1	8	Hydrobiidae	0	0.0625	0
2000	10	28	10	2	1	Hydrobiidae	0	0.2500	0
2000	10	28	10	2	3	Hydrobiidae	0	0.2500	0
2000	10	28	10	2	6	Hydrobiidae	0	0.2500	0
2000	10	28	10	2	8	Hydrobiidae	0	0.0625	0
2000	10	30	1	1	1	Ilyanassa	0	0.2500	0
2000	10	30	1	1	3	Ilyanassa	0	0.2500	0
2000	10	30	1	1	6	Ilyanassa	0	0.2500	0
2000	10	30	1	1	8	Ilyanassa	0	0.2500	0
2000	10	30	1	2	1	Ilyanassa	0	0.2500	0
2000	10	30	1	2	3	Ilyanassa	0	0.2500	0
2000	10	30	1	2	6	Ilyanassa	0	0.2500	0
2000	10	30	1	2	8	Ilyanassa	0	0.2500	0
2000	10	26	2	1	1	Ilyanassa	0	0.5000	0
2000	10	26	2	1	3	Ilyanassa	0	0.5000	0
2000	10	26	2	1	6	Ilyanassa	0	0.5000	0
2000	10	26	2	1	8	Ilyanassa	0	0.5000	0
2000	10	26	2	2	1	Ilyanassa	0	0.5000	0
2000	10	26	2	2	3	Ilyanassa	0	0.5000	0
2000	10	26	2	2	6	Ilyanassa	0	0.5000	0
2000	10	26	2	2	8	Ilyanassa	0	0.5000	0
2000	10	28	3	1	1	Ilyanassa	0	0.2500	0
2000	10	28	3	1	3	Ilyanassa	0	0.2500	0
2000	10	28	3	1	6	Ilyanassa	0	0.2500	0
2000	10	28	3	1	8	Ilyanassa	0	0.0625	0
2000	10	28	3	2	1	Ilyanassa	0	0.5000	0
2000	10	28	3	2	3	Ilyanassa	0	0.2500	0
2000	10	28	3	2	6	Ilyanassa	0	0.2500	0
2000	10	28	3	2	8	Ilyanassa	0	0.2500	0
2000	10	26	4	1	2	Ilyanassa	0	0.5000	0
2000	10	26	4	1	3	Ilyanassa	0	0.2500	0
2000	10	26	4	1	4	Ilyanassa	0	0.2500	0
2000	10	26	4	1	8	Ilyanassa	0	0.2500	0
2000	10	26	4	2	1	Ilyanassa	0	0.2500	0
2000	10	26	4	2	3	Ilyanassa	13	0.2500	52
2000	10	26	4	2	6	Ilyanassa	0	0.2500	0
2000	10	26	4	2	8	Ilyanassa	0	0.2500	0
2000	10	27	5	1	2	Ilyanassa	0	0.2500	0
2000	10	27	5	1	3	Ilyanassa	0	0.2500	0
2000	10	27	5	1	4	Ilyanassa	0	0.2500	0
2000	10	27	5	1	8	Ilyanassa	0	0.2500	0
2000	10	27	5	2	1	Ilyanassa	0	0.5000	0
2000	10	27	5	2	3	Ilyanassa	0	0.2500	0
2000	10	27	5	2	6	Ilyanassa	0	0.2500	0
2000	10	27	5	2	8	Ilyanassa	0	0.2500	0
2000	10	29	6	1	1	Ilyanassa	0	0.0625	0
2000	10	29	6	1	3	Ilyanassa	0	0.0625	0
2000	10	29	6	1	6	Ilyanassa	0	0.0625	0
2000	10	29	6	1	8	Ilyanassa	0	0.0625	0
2000	10	29	6	2	1	Ilyanassa	0	0.2500	0
2000	10	29	6	2	3	Ilyanassa	0	0.2500	0
2000	10	29	6	2	6	Ilyanassa	0	0.2500	0
2000	10	29	6	2	8	Ilyanassa	0	0.2500	0
2000	10	25	7	1	1	Ilyanassa	0	0.5000	0
2000	10	25	7	1	3	Ilyanassa	0	0.5000	0
2000	10	25	7	1	6	Ilyanassa	0	0.5000	0
2000	10	25	7	1	8	Ilyanassa	0	0.5000	0
2000	10	25	7	2	1	Ilyanassa	0	0.5000	0
2000	10	25	7	2	3	Ilyanassa	0	0.5000	0
2000	10	25	7	2	6	Ilyanassa	0	0.5000	0
2000	10	25	7	2	8	Ilyanassa	0	0.5000	0
2000	10	24	8	1	1	Ilyanassa	0	0.5000	0
2000	10	24	8	1	3	Ilyanassa	0	0.5000	0
2000	10	24	8	1	6	Ilyanassa	0	0.5000	0
2000	10	24	8	1	8	Ilyanassa	0	0.5000	0
2000	10	24	8	2	1	Ilyanassa	0	0.5000	0
2000	10	24	8	2	3	Ilyanassa	0	0.5000	0
2000	10	24	8	2	6	Ilyanassa	0	0.5000	0
2000	10	24	8	2	8	Ilyanassa	0	0.5000	0
2000	10	24	9	1	1	Ilyanassa	0	0.5000	0
2000	10	24	9	1	3	Ilyanassa	0	0.5000	0
2000	10	24	9	1	6	Ilyanassa	0	0.5000	0
2000	10	24	9	1	8	Ilyanassa	0	0.5000	0
2000	10	25	9	2	1	Ilyanassa	0	0.5000	0
2000	10	25	9	2	3	Ilyanassa	0	0.5000	0
2000	10	25	9	2	6	Ilyanassa	0	0.0625	0
2000	10	25	9	2	8	Ilyanassa	0	0.5000	0
2000	10	28	10	1	1	Ilyanassa	0	0.2500	0
2000	10	28	10	1	3	Ilyanassa	0	0.2500	0
2000	10	28	10	1	6	Ilyanassa	0	0.0625	0
2000	10	28	10	1	8	Ilyanassa	0	0.0625	0
2000	10	28	10	2	1	Ilyanassa	0	0.2500	0
2000	10	28	10	2	3	Ilyanassa	0	0.2500	0
2000	10	28	10	2	6	Ilyanassa	0	0.2500	0
2000	10	28	10	2	8	Ilyanassa	0	0.0625	0
2000	10	30	1	1	1	Geukensia	1	0.2500	4
2000	10	30	1	1	3	Geukensia	0	0.2500	0
2000	10	30	1	1	6	Geukensia	0	0.2500	0
2000	10	30	1	1	8	Geukensia	0	0.2500	0
2000	10	30	1	2	1	Geukensia	0	0.2500	0
2000	10	30	1	2	3	Geukensia	1	0.2500	4
2000	10	30	1	2	6	Geukensia	0	0.2500	0
2000	10	30	1	2	8	Geukensia	2	0.2500	8
2000	10	26	2	1	1	Geukensia	0	0.5000	0
2000	10	26	2	1	3	Geukensia	0	0.5000	0
2000	10	26	2	1	6	Geukensia	0	0.5000	0
2000	10	26	2	1	8	Geukensia	0	0.5000	0
2000	10	26	2	2	1	Geukensia	1	0.5000	2
2000	10	26	2	2	3	Geukensia	0	0.5000	0
2000	10	26	2	2	6	Geukensia	9	0.5000	18
2000	10	26	2	2	8	Geukensia	0	0.5000	0
2000	10	28	3	1	1	Geukensia	0	0.2500	0
2000	10	28	3	1	3	Geukensia	0	0.2500	0
2000	10	28	3	1	6	Geukensia	0	0.2500	0
2000	10	28	3	1	8	Geukensia	0	0.0625	0
2000	10	28	3	2	1	Geukensia	0	0.5000	0
2000	10	28	3	2	3	Geukensia	0	0.2500	0
2000	10	28	3	2	6	Geukensia	8	0.2500	32
2000	10	28	3	2	8	Geukensia	2	0.2500	8
2000	10	26	4	1	2	Geukensia	0	0.5000	0
2000	10	26	4	1	3	Geukensia	0	0.2500	0
2000	10	26	4	1	4	Geukensia	0	0.2500	0
2000	10	26	4	1	8	Geukensia	0	0.2500	0
2000	10	26	4	2	1	Geukensia	0	0.2500	0
2000	10	26	4	2	3	Geukensia	2	0.2500	8
2000	10	26	4	2	6	Geukensia	6	0.2500	24
2000	10	26	4	2	8	Geukensia	0	0.2500	0
2000	10	27	5	1	2	Geukensia	1	0.2500	4
2000	10	27	5	1	3	Geukensia	0	0.2500	0
2000	10	27	5	1	4	Geukensia	0	0.2500	0
2000	10	27	5	1	8	Geukensia	0	0.2500	0
2000	10	27	5	2	1	Geukensia	0	0.5000	0
2000	10	27	5	2	3	Geukensia	0	0.2500	0
2000	10	27	5	2	6	Geukensia	0	0.2500	0
2000	10	27	5	2	8	Geukensia	0	0.2500	0
2000	10	29	6	1	1	Geukensia	1	0.0625	16
2000	10	29	6	1	3	Geukensia	0	0.0625	0
2000	10	29	6	1	6	Geukensia	0	0.0625	0
2000	10	29	6	1	8	Geukensia	2	0.0625	32
2000	10	29	6	2	1	Geukensia	1	0.2500	4
2000	10	29	6	2	3	Geukensia	1	0.2500	4
2000	10	29	6	2	6	Geukensia	2	0.2500	8
2000	10	29	6	2	8	Geukensia	2	0.2500	8
2000	10	25	7	1	1	Geukensia	0	0.5000	0
2000	10	25	7	1	3	Geukensia	0	0.5000	0
2000	10	25	7	1	6	Geukensia	0	0.5000	0
2000	10	25	7	1	8	Geukensia	0	0.5000	0
2000	10	25	7	2	1	Geukensia	0	0.5000	0
2000	10	25	7	2	3	Geukensia	0	0.5000	0
2000	10	25	7	2	6	Geukensia	0	0.5000	0
2000	10	25	7	2	8	Geukensia	0	0.5000	0
2000	10	24	8	1	1	Geukensia	0	0.5000	0
2000	10	24	8	1	3	Geukensia	0	0.5000	0
2000	10	24	8	1	6	Geukensia	0	0.5000	0
2000	10	24	8	1	8	Geukensia	0	0.5000	0
2000	10	24	8	2	1	Geukensia	0	0.5000	0
2000	10	24	8	2	3	Geukensia	0	0.5000	0
2000	10	24	8	2	6	Geukensia	0	0.5000	0
2000	10	24	8	2	8	Geukensia	0	0.5000	0
2000	10	24	9	1	1	Geukensia	0	0.5000	0
2000	10	24	9	1	3	Geukensia	0	0.5000	0
2000	10	24	9	1	6	Geukensia	0	0.5000	0
2000	10	24	9	1	8	Geukensia	0	0.5000	0
2000	10	25	9	2	1	Geukensia	0	0.5000	0
2000	10	25	9	2	3	Geukensia	0	0.5000	0
2000	10	25	9	2	6	Geukensia	0	0.0625	0
2000	10	25	9	2	8	Geukensia	0	0.5000	0
2000	10	28	10	1	1	Geukensia	0	0.2500	0
2000	10	28	10	1	3	Geukensia	0	0.2500	0
2000	10	28	10	1	6	Geukensia	1	0.0625	16
2000	10	28	10	1	8	Geukensia	0	0.0625	0
2000	10	28	10	2	1	Geukensia	3	0.2500	12
2000	10	28	10	2	3	Geukensia	0	0.2500	0
2000	10	28	10	2	6	Geukensia	10	0.2500	40
2000	10	28	10	2	8	Geukensia	11	0.0625	176
2000	10	30	1	1	1	Polymesoda	0	0.2500	0
2000	10	30	1	1	3	Polymesoda	0	0.2500	0
2000	10	30	1	1	6	Polymesoda	0	0.2500	0
2000	10	30	1	1	8	Polymesoda	0	0.2500	0
2000	10	30	1	2	1	Polymesoda	0	0.2500	0
2000	10	30	1	2	3	Polymesoda	0	0.2500	0
2000	10	30	1	2	6	Polymesoda	0	0.2500	0
